Tweet|Polaridade
@PMMG190 - Itabirito - Autor de tráfico de drogas é apreendido pela Polícia Militar |Positivo
@PMMG190 - Itajubá: PM prende autores de roubo a transeunte |Positivo
@PMMG190 - Itanhandu ? PM prende jovem e apreende adolescentes por tráfico de drogas |Positivo
@PMMG190 - ITAÚNA: Polícia Militar realiza palestra de prevenção as drogas |Positivo
@PMMG190 - Januária - PM prende autor de roubo e recupera um veículo furtado |Positivo
@PMMG190 - JOÃO PINHEIRO - PM APREENDEU REVÓLVER, DROGAS E MUNIÇÕES E PRENDEU AUTORES DE TRÁFICO DE DROGAS |Positivo
@PMMG190 - Jovem de 22 anos é preso com drogas |Positivo
@PMMG190 - Jovem traficante é preso pela PM  |Positivo
@PMMG190 - Lagoa Santa - Militares da 3ª Cia PM Ind PE fazem prisões e apreendem armas de fogo e drogas em b... |Positivo
@PMMG190 - Lagoa Santa - PM apreende armas e drogas  |Positivo
@PMMG190 - LAJINHA -  PM e PC prendem autor de roubo em bar. |Positivo
@PMMG190 - Manga - Operação minas em segurança |Positivo
@PMMG190 - MANHUAÇU ? Menores Infratores apreendidos por furto de bicicletas. |Positivo
@PMMG190 - MANHUAÇU ? PM recupera motocicleta furtada antes da vítima saber sobre o furto |Positivo
@PMMG190 - MATA VERDE ? Mais de 21kg de drogas são apreendidos pela PM |Positivo
@PMMG190 - Menor é apreendido após roubo em Pet Shop |Positivo
@PMMG190 - Menor é apreendido com drogas |Positivo
@PMMG190 - Menor é apreendido com drogas em Nova Lima |Positivo
@PMMG190 - MENOR É APREENDIDO POR TRÁFICO DE DROGAS |Positivo
@PMMG190 - Menor infrator apreendido por tráfico de drogas no Bairro Dom Almir  |Positivo
@PMMG190 - Menor traficante é apreendido pela Polícia Militar |Positivo
@PMMG190 - Militares 150ª Cia prende autor de tráfico de drogas  |Positivo
@PMMG190 - Militares apreendem drogas e arma de fogo no Salgado Filho |Positivo
@PMMG190 - Militares da 150ª Cia PM fazem apreensão de drogas no Bairro São Sebastião |Positivo
@PMMG190 - Militares da 22ª Cia prendem autores de roubo. |Positivo
@PMMG190 - Militares da 71ª Cia Prende autor de Drogas |Positivo
@PMMG190 - Militares da 71ª Cia prende Traficante de drogas no Bairro São Benedito |Positivo
@PMMG190 - Militares da cidade de Turmalina combatem o tráfico de drogas |Positivo
@PMMG190 - MILITARES DO 61º BPM REALIZAM A MAIOR APREENSÃO DE DROGAS DA HISTÓRIA DE  SABARÁ |Positivo
@PMMG190 - Militares do Tático Móvel apreende menores fazendo tráfico de drogas  |Positivo
@PMMG190 - Militares do Tático Móvel apreendem menores fazendo tráfico de drogas  |Positivo
@PMMG190 - Militares do Tático Móvel prende traficante no Bairro Palmital |Positivo
@PMMG190 - MILITARES PRENDEM AUTORES DE TRÁFICO DE DROGAS |Positivo
@PMMG190 - Monte Carmelo - Tráfico ilícito de drogas é combatido |Positivo
@PMMG190 - Motocicleta furtada é localizada logo após o furto |Positivo
@PMMG190 - Mulher é presa por tráfico de drogas no Bairro Martins |Positivo
@PMMG190 - NHAPIM ? PM apreende drogas e arma de fogo em Inhapim |Positivo
@PMMG190 - Novos soldados da Polícia Militar se apresentam para empenho e ao Governador do Estado |Positivo
@PMMG190 - Ocupantes de veículo são presos por tráfico de drogas após evadir de abordagem policial |Positivo
@PMMG190 - Ouro Fino: PM prende autor de furto à residência |Positivo
@PMMG190 - Ouro Preto - Durante Operação Policial, menor é apreendido por tráfico de drogas |Positivo
@PMMG190 - PARACATU - FORAGIDO DA JUSTIÇA E AUTORES DE TRÁFICO DE DROGAS SÃO PRESOS PELA POLÍCIA MILITAR |Positivo
@PMMG190 - PARACATU - MILITARES REALIZAM PRISÃO POR TRÁFICO DE DROGAS |Positivo
@PMMG190 - PARACATU - POLÍCIA MILITAR APREENDE MUNIÇÕES E DROGAS COM SUSPEITO DE ROUBO |Positivo
@PMMG190 - Passa Quatro: jovem é presa por tráfico de drogas |Positivo
@PMMG190 - Patrocínio - Apreensão de grande quantidade de drogas e um rádio HT |Positivo
@PMMG190 - Patrocínio - Grande apreensão de drogas no bairro Enéas |Positivo
@PMMG190 - Patrulha Rural/9º BPE apreende armas de fogo e drogas no Assentamento Maringá/Monte Castelo |Positivo
@PMMG190 - PM apreende drogas |Positivo
@PMMG190 - PM apreende drogas no bairro Retirinho |Positivo
@PMMG190 - PM apreende menor com drogas  |Positivo
@PMMG190 - PM apreende menor com drogas em Boa Esperança |Positivo
@PMMG190 - PM apreende menores com drogas, balança de precisão... |Positivo
@PMMG190 - PM frustra tentativa de furto em Boa Esperança |Positivo
@PMMG190 - PM intercepta autores em Carmo da Cachoeira e impede tráfico de drogas |Positivo
@PMMG190 - PM prende autor de roubo |Positivo
@PMMG190 - PM prende autor de roubo em São Francisco de Paula |Positivo
@PMMG190 - PM PRENDE AUTOR DE ROUBO OCORRIDO EM FAZENDA NA BR 040 |Positivo
@PMMG190 - PM prende autor logo após roubo |Positivo
@PMMG190 - PM PRENDE AUTORES DE ROUBO |Positivo
@PMMG190 - PM prende casal de traficantes de drogas em Ouro Fino |Positivo
@PMMG190 - PM PRENDE DOIS POR TRÁFICO ILÍCITO DE DROGAS, DIREÇÃO PERIGOSA E DESOBEDIÊNCIA. |Positivo
@PMMG190 - PM prende dupla por tráfico de drogas |Positivo
@PMMG190 - PM prende trio por tentativa de furto em Varginha |Positivo
@PMMG190 - PM prende um homem e um menor com drogas |Positivo
@PMMG190 - PM recupera bicicleta e prende dupla por furto e receptação |Positivo
@PMMG190 - PMR prende casal com drogas em Itaverava |Positivo
@PMMG190 - PMR prende drogas na rodovia em Lagoa Dourada |Positivo
@PMMG190 - Polícia Militar apreende arma de fogo e drogas em Itabirito (MG) |Positivo
@PMMG190 - Polícia Militar apreende grande drogas no bairro Alvorada em Congonhas |Positivo
@PMMG190 - Polícia Militar efetua a apreensão de dois menores infratores que praticaram um roubo |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE FURTO DE FIOS EM ITUIUTABA |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE FURTO E RECEPTAÇÃO NO BAIRRO PIRAPITINGA EM ITUIUTABA |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE ROUBO |Positivo
@PMMG190 - Polícia Militar prende autor de roubo  |Positivo
@PMMG190 - Polícia Militar prende autor de tentativa de roubo em Cachoeira do Campo, distrito de Ouro Preto ... |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE TRÁFICO DE DROGAS |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR E APREENDE DROGAS NO BAIRRO UNIVERSITÁRIO EM ITUIUTABA |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTORES DE ROUBO NA CIDADE DE PRATA APÓS QUASE TRÊS DIAS DE BUSCAS |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE AUTORES DE TRÁFICO DE DROGAS E APREENDE ARMA DE FOGO. |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE E APREENDE AUTORES DE ROUBO |Positivo
@PMMG190 - POLÍCIA MILITAR PRENDE HOMEM DE 25 ANOS POR TRÁFICO DE DROGAS NO BAIRRO NOVO TEMPO 2 EM ITUIUTABA |Positivo
@PMMG190 - Polícia Militar prende rapaz por tráfico de drogas no bairro São Cristóvão, em Mariana (MG) |Positivo
@PMMG190 - Polícia Militar prende traficante e apreende drogas  |Positivo
@PMMG190 - Policiais militares do BPTran prendem autores de roubo a coletivo. |Positivo
@PMMG190 - PONTE NOVA - Traficante é preso e PM apreende 290 pedras de crack |Positivo
@PMMG190 - POP DA 125ª CIA APREENDE ARMA E DROGAS NO GRAJAÚ |Positivo
@PMMG190 - POP E GEPAR DA 125ª CIA APREENDEM DROGAS E ARMA EM BAILE FUNK NA VILA AMBROSINA |Positivo
@PMMG190 - Prisão por tráfico de drogas e estelionato |Positivo
@PMMG190 - Prisão por tráfico de drogas em Mantena |Positivo
@PMMG190 - Processo Seletivo para designação - CTPM/2017 |Positivo
@PMMG190 - Ribeirão das Neves - Militares do 40º BPM apreendem armas de fogo, drogas, dinheiro e veículo |Positivo
@PMMG190 - Ribeirão das Neves - Militares recuperam veículo e apreendem drogas e armas |Positivo
@PMMG190 - SABARÁ - DENÚNCIA AUXILIA NA APREENSÃO DE DROGAS E ARMA |Positivo
@PMMG190 - São Lourenço- Jovem é preso por tráfico de drogas |Positivo
@PMMG190 - São Lourenço: mulher é presa por tráfico de drogas |Positivo
@PMMG190 - São Lourenço: PM prende autores por furto |Positivo
@PMMG190 - Segurança no período de Carnaval é tema de palestra do 52º Batalhão da Polícia Militar em empresa... |Positivo
@PMMG190 - Sete Lagoas - PM prende autores de roubo a fazenda na BR-040 |Positivo
@PMMG190 - Sete Lagoas - PM prende dois por tráfico ilícito de drogas, direção perigosa e desobediência |Positivo
@PMMG190 - TERCEIRO BATALHÃO NA LUTA CONTRA O TRÁFICO DE DROGAS |Positivo
@PMMG190 - Traficante é preso pela Polícia Militar |Positivo
@PMMG190 - Traficante preso em Bom Sucesso |Positivo
@PMMG190 - Traficante preso em Perdões |Positivo
@PMMG190 - UNAÍ - PRISÃO POR TRÁFICO DE DROGAS |Positivo
@PMMG190 - Valadares recebe 65 novas viaturas do Estado |Positivo
@PMMG190 - Veículo produto de roubo é localizado |Positivo
@PMMG190 - Veículo produto de roubo é recuperado pela PM  |Positivo
@PMMG190 - Veículo produto de roubo localizado na zona rural de Uberlândia |Positivo
@PMMG190 - Vespasiano - PM apreende armas e drogas |Positivo
@PMMG190 - Vespasiano - Policia Militar apreende drogas e colete balístico  |Positivo
@PMMG190 - Visita é presa com drogas dentro da penitenciária |Positivo
@PolinesiosFanss Mi cuenta de Poline… |Negativo
@prof_fabio666 Polícia indicia governador de MG, Fernando Pimentel do PT, por corrupção e mais três crimes |Neutro
@radioitatiaia olhar para os bairros, tem tudo pra ser o futuro governador de minas.|Neutro
@rafaelyancabj provavelmente é mano, muda de estado pra estado|Negativo
@Raiaum amigo quero muito estou completamente apaixonada pelo grande estado de MG|Neutro
@raphaelribaz pato branco - Minas Gerais???|Negativo
@Rede45  e vcs por terem escolhido uma múmia para concorrer ao governo de Minas na última eleição são co-responsáveis. #salarioem3x|Neutro
@Rede45 A INVEJA DO PSDB PORQUE MG CORREU COM O PSDB DE LÁ ????CADÊ O MENSALÃO MINEIRO DE ÀECIO NEVES QUANDO GOVERNADOR DE MG?|Positivo
@ReisDdaniel qualquer 1 tem mais brasileiro q o alt mineiro. ate o bahia se trocasse de estado com o cruzeiro ,bahia seria o maior de minas|Neutro
@rocsrodrigo @lucianaccc Não é a realidade de todas, mas MG, DF, GO, dentre outros. São totalmente diferentes de um Estado p outro.|Neutro
@rod0liveira leio o estado de minas impresso quase todo dia. Domingo é certo|Neutro
@samuelvenancio as frangas piram com nossa marca "MAIOR DE MINAS"! |Neutro
@sebuscasedona @FundacionBADAN se solicita HERCEPTIN DE 440 MG PARA PACIENTE MARIANA REINOZA, ESTADO MERIDA|Neutro
@sebuscasedona Buenos días, requiero paroxetina o fluoxetina de 20 mg o prozac, en Valencia, Estado Carabobo.  Agradecida de antemano.|Neutro
@SenadoFederal fora em MG que tem o licenciamento que é ilegal e o poder federal não age contra esse abuso do governo estadual|Neutro
@Seriacoswik @marcovanbastenr @blogvaimengao @_AFlamenguista @jaimetricolorSP estado RJ/SUL/MG. Parece quase um brasileirão né?|Neutro
@SeuRoberts @cesarmaia o governo de minas não relatou ao federal...|Neutro
@Silviamorena78 @g1 Você quer que deixe nas mãos do Estado para morrer mais?|Neutro
@spotniks @LeonardoGSaade Pergunta inocente:Afinal, quem ainda continua segurando esse pilantra no governo de mg?Palmares=stela+genuínoS/A?|Neutro
@srsbianca governador valadares mg ???|Neutro
@STF_oficial ningém faz nada? Em calamidade financeira, governo de MG compra dois helicópteros |Neutro
@SusipePa |Positivo
@teresalopp como sabía que ibas a dar mg a ese tweet... sabes que he estado a punto de mencionarte en él? Simbiosis de primas everywhere??|Neutro
@ThadeuPenido @militanciadoPT Minas que estão legais: um governador que foi terrorista pronto pra ser preso, pena que o STF não deixa|Negativo
@ThassiaMAB_ @MarcJMor Ms afinal, quem ainda está segurando esse descendente de Palmares no governo de MG?Mesma turma d Stela,Genuíno?|Neutro
@thneves10 Bem vindo ao maior de Minas, aqui despontou Ronaldo Fenômeno e o clube com mais troféus do estado. |Negativo
@thneves10 Seja bem vindo ao maior Clube de futebol do Estado de Minas Gerais. Sucesso !|Negativo
@TIAGOTRICOLOR33 @rosangela_bolze @Maurocr @lobaoeletrico Vs que pensam o PT ta quietinho porque aprontando já chega o governador de Minas|Negativo
@Trunfim o governador de MG é de esquerda ? Sério ?|Neutro
@TvBandnews Em Leopoldina mg, tb nosso presídio tem até escola ensino médio, muito bem administrado.|Positivo
@uailiv minas é o melhor estado|Negativo
@Ueiler2 Risco de calote de Estados com a União cresce - Politica - Estado de Minas |Neutro
@UOLNoticias @UOL agora o foco de todos os focos é o governo de minas que não por acaso é do PT|Neutro
@Vicente_Q_Filho @OnlyKetanAmr @c0nvey Esses R$ 21,8 Milhões NÃO poderiam ser INVESTIDOS na saúde e educação do Estado de MG !!!???|Negativo
@vivianeguissoni Quem será q ainda "segura" esse elemento como governador de Minas?Onde ele já deveria estar?Pq ainda está solto?|Neutro
@wendy_muiz @MeEntristece jajajajajajajajajajajajajaa me copie de un estado que mg pero nqv bebe?|Negativo
@willmesmo Governador Valadares leste de Minas|Neutro
@xandalquadros @UOL Que absurdo, estado de MG quebrado.|Neutro
* #MG Y con tu Apellido tiro un Estado.. ??????|Neutro
#AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais @saudeMG |Positivo
#Alerta - Nome da CEEE é utilizado em golpe no Estado. |Neutro
#AtleticanoSegueAtleticano|Neutro
#beta #betalab #mg 'Tinha que matar mais': Secretário de Temer deixa cargo após dizer que… |Neutro
#beta #betalab #mg Afiliada da Globo: Apresentador no AM é demitido após criticar governador… |Neutro
#beta #betalab #mg Bom exemplo: Sem mortes há 2 anos, ES é modelo contra violência |Positivo
#beta #betalab #mg Caos nos presídios: AM pede apoio à União seis dias após massacre |Neutro
#beta #betalab #mg Caos nos presídios: Temer e Cármen Lúcia se reúnem para debater crise |Neutro
#beta #betalab #mg Crise carcerária: Governo de Roraima pede Força Nacional a Temer |Neutro
#beta #betalab #mg Crise carcerária: RJ monitora aproximação do PCC, afirma secretário |Positivo
#beta #betalab #mg Crise carcerária: Secretário de SP diz haver guerra de facções no país |Neutro
#beta #betalab #mg Crise política no DF se agrava: Rollemberg exonera vice-governador de cargo… |Neutro
#beta #betalab #mg Escalada de violência nos presídios: AM pede apoio da Força Nacional;… |Neutro
#beta #betalab #mg Escalada de violência: Crime organizado no Brasil é disputado por 27… |Neutro
#beta #betalab #mg Estado afirma não ter sido notificado: Apesar de decisão judicial, reajuste…… |Negativo
#beta #betalab #mg Estado de espírito do paulistano: "Voz" do trânsito, buzina reflete pressa,…… |Neutro
#beta #betalab #mg Estados falidos: Parte do PMDB quer barrar vetos de Temer na negociação de…… |Neutro
#beta #betalab #mg Ex-ministro e outros: Servidores da era PT se mantêm em cargos estratégicos… |Neutro
#beta #betalab #mg Ex-presidente da Câmara: Justiça suíça vê 'indícios concretos' contra… |Neutro
#beta #betalab #mg Governo em calamidade financeira: BB avisa Justiça que Minas não tem… |Neutro
#beta #betalab #mg Grupo de ciclistas faz protesto por mais segurança em estradas de Minas |Positivo
#beta #betalab #mg Homem é preso em Belo Horizonte suspeito de tráfico de drogas |Positivo
#beta #betalab #mg Mais sobre o massacre: PF: Facção tinha 'cela de comando' dentro da prisão… |Neutro
#beta #betalab #mg Marketing e veto a medidas de Paes: De doação de sangue a capoeira: a 1ª…… |Neutro
#beta #betalab #mg Massacre em presídio de Manaus: Governo do AM rebate ministro da Justiça e… |Neutro
#beta #betalab #mg Mudanças propostas pelo governo: Reforma libera trabalhar 12 horas alguns…… |Neutro
#beta #betalab #mg Muitas páginas de investigação: "QG" da Lava Jato reúne mais de 30 milhões…… |Neutro
#beta #betalab #mg Nos últimos dois anos: Governo pagou R$ 2,4 bi a alvos da Lava Jato |Neutro
#beta #betalab #mg Nova chacina em presídio: PCC matou presos sem facção, diz governo de RR |Neutro
#beta #betalab #mg Onda de violência nos presídios: Governo de Roraima divulga lista oficial…… |Neutro
#beta #betalab #mg Passou em 2º lugar: Morador de rua estudou só na praça e agora é… |Positivo
#beta #betalab #mg Pede respeito aos direitos dos detentos: Defensoria Pública da União vai ao…… |Negativo
#beta #betalab #mg Pedido ao STF irritou Meirelles: Governo ameaça suspender aval para… |Neutro
#beta #betalab #mg Polícia prende dois suspeitos de tráfico de drogas em Contagem, na Grande BH… |Positivo
#beta #betalab #mg Processo de designação de professores estaduais em Minas será feito pela…… |Positivo
#beta #betalab #mg Reforma no poder da Venezuela: Maduro nomeia novo vice-presidente e troca…… |Neutro
#beta #betalab #mg Revista encontra armas e drogas: Rifle, 42 facas e roteador são achados em…… |Neutro
#beta #betalab #mg Rio reforçou Operação Praia: Sábado de calor tem confusão e roubo nas… |Neutro
